ECG,Label
1.244476318359375,1
0.7686309814453125,1
0.3423614501953125,1
0.0024261474609375,1
-0.2369842529296875,1
-0.364654541015625,1
-0.4127655029296875,1
-0.4244842529296875,1
-0.4145965576171875,1
-0.3947296142578125,1
-0.3811798095703125,1
-0.375,1
-0.3732147216796875,1
-0.3647003173828125,1
-0.3559112548828125,1
-0.3553619384765625,1
-0.3629150390625,1
-0.3762359619140625,1
-0.392852783203125,1
-0.4129486083984375,1
-0.4325408935546875,1
-0.441375732421875,1
-0.4471435546875,1
-0.4573516845703125,1
-0.4635772705078125,1
-0.4644012451171875,1
-0.4599151611328125,1
-0.464630126953125,1
-0.4717254638671875,1
-0.4760284423828125,1
-0.47662353515625,1
-0.4720001220703125,1
-0.4670562744140625,1
-0.461700439453125,1
-0.4610137939453125,1
-0.4632110595703125,1
-0.4622039794921875,1
-0.459503173828125,1
-0.4588165283203125,1
-0.4535064697265625,1
-0.4452667236328125,1
-0.441192626953125,1
-0.4373016357421875,1
-0.4384918212890625,1
-0.4373931884765625,1
-0.4307098388671875,1
-0.4189453125,1
-0.4113922119140625,1
-0.4086456298828125,1
-0.401092529296875,1
-0.3958282470703125,1
-0.3963775634765625,1
-0.3973846435546875,1
-0.3967437744140625,1
-0.3915252685546875,1
-0.3820953369140625,1
-0.3762359619140625,1
-0.3676300048828125,1
-0.3580169677734375,1
-0.350921630859375,1
-0.3427276611328125,1
-0.3411712646484375,1
-0.3446502685546875,1
-0.3403472900390625,1
-0.3290863037109375,1
-0.3186492919921875,1
-0.3115997314453125,1
-0.3018951416015625,1
-0.2936553955078125,1
-0.28839111328125,1
-0.2840423583984375,1
-0.2812957763671875,1
-0.2773590087890625,1
-0.2747955322265625,1
-0.2722320556640625,1
-0.2750701904296875,1
-0.2772674560546875,1
-0.2766265869140625,1
-0.2772674560546875,1
-0.27740478515625,1
-0.27813720703125,1
-0.27392578125,1
-0.2662811279296875,1
-0.2605133056640625,1
-0.2558441162109375,1
-0.256439208984375,1
-0.2545166015625,1
-0.25067138671875,1
-0.2468719482421874,1
-0.2394561767578125,1
-0.23272705078125,1
-0.2295684814453125,1
-0.2243499755859375,1
-0.22027587890625,1
-0.214324951171875,1
-0.21221923828125,1
-0.2098846435546875,1
-0.2070465087890625,1
-0.19976806640625,1
-0.1955108642578125,1
-0.1890106201171875,1
-0.18218994140625,1
-0.1783905029296875,1
-0.1744537353515625,1
-0.1685028076171875,1
-0.163055419921875,1
-0.1616363525390625,1
-0.1607208251953125,1
-0.1598052978515625,1
-0.15509033203125,1
-0.1501922607421875,1
-0.1488189697265625,1
-0.1501922607421875,1
-0.1462554931640625,1
-0.13934326171875,1
-0.1323394775390625,1
-0.1301422119140625,1
-0.128814697265625,1
-0.13128662109375,1
-0.1328887939453125,1
-0.1305999755859375,1
-0.1254730224609375,1
-0.1188812255859375,1
-0.1143035888671875,1
-0.1093597412109375,1
-0.1080780029296875,1
-0.1034088134765625,1
