ECG,Label
0.0134124755859375,1
-0.010711669921875,1
-0.0329132080078125,1
-0.0436248779296875,1
-0.05731201171875,1
-0.080291748046875,1
-0.0944366455078125,1
-0.103179931640625,1
-0.12725830078125,1
-0.145294189453125,1
-0.16058349609375,1
-0.1728973388671875,1
-0.1748199462890625,1
-0.16827392578125,1
-0.1623687744140625,1
-0.162689208984375,1
-0.1572418212890625,1
-0.1673126220703125,1
-0.1856231689453125,1
-0.1824188232421875,1
-0.1748199462890625,1
-0.17523193359375,1
-0.1714324951171875,1
-0.1682281494140625,1
-0.1662139892578125,1
-0.1634674072265625,1
-0.1623687744140625,1
-0.15875244140625,1
-0.1516571044921875,1
-0.1527557373046875,1
-0.15618896484375,1
-0.1522979736328125,1
-0.143096923828125,1
-0.1378326416015625,1
-0.1354522705078125,1
-0.14007568359375,1
-0.1477203369140625,1
-0.1696014404296875,1
-0.2048492431640625,1
-0.2558441162109375,1
-0.3121490478515625,1
-0.3473968505859375,1
-0.3905181884765625,1
-0.4373016357421875,1
-0.4886627197265625,1
-0.5315093994140625,1
-0.557830810546875,1
-0.575775146484375,1
-0.5727081298828125,1
-0.53924560546875,1
-0.47259521484375,1
-0.3668975830078125,1
-0.2140960693359375,1
-0.038726806640625,1
0.154083251953125,1
0.3552703857421875,1
0.5670318603515625,1
0.79339599609375,1
1.0342254638671875,1
1.2614593505859375,1
1.4248809814453125,1
1.4947357177734375,1
1.4991302490234375,1
1.4989471435546875,1
1.4992218017578125,1
1.4991302490234375,1
1.4991302490234375,1
1.4992218017578125,1
1.4991302490234375,1
1.49908447265625,1
1.4922637939453125,1
1.4853973388671875,1
1.478851318359375,1
1.4723968505859375,1
1.46539306640625,1
1.4582061767578125,1
1.2988128662109375,1
0.796600341796875,1
0.3345794677734375,1
-0.0282440185546875,1
-0.27410888671875,1
-0.4121246337890625,1
-0.4893951416015625,1
-0.51324462890625,1
-0.50848388671875,1
-0.4915924072265625,1
-0.4692535400390625,1
-0.4516754150390625,1
-0.435699462890625,1
-0.4236602783203125,1
-0.4190826416015625,1
-0.425079345703125,1
-0.42425537109375,1
-0.4243011474609375,1
-0.4373016357421875,1
-0.450897216796875,1
-0.4504852294921875,1
-0.45721435546875,1
-0.4599151611328125,1
-0.462249755859375,1
-0.4680633544921875,1
-0.4770355224609375,1
-0.4783172607421875,1
-0.47991943359375,1
-0.4875640869140625,1
-0.492919921875,1
-0.496307373046875,1
-0.4912719726562499,1
-0.4919586181640625,1
-0.492279052734375,1
-0.4852294921875,1
-0.47442626953125,1
-0.4654083251953125,1
-0.461517333984375,1
-0.459136962890625,1
-0.4486541748046875,1
-0.4383087158203125,1
-0.44329833984375,1
-0.4515838623046875,1
-0.45025634765625,1
-0.44512939453125,1
-0.43304443359375,1
-0.4167022705078125,1
-0.4052581787109375,1
-0.4037017822265625,1
-0.404205322265625,1
-0.3932647705078125,1
-0.37884521484375,1
-0.3719329833984375,1
-0.364013671875,1
-0.3522491455078125,1
-0.3435516357421875,1
-0.3368682861328125,1
-0.33013916015625,1
-0.3176422119140625,1
-0.3131561279296875,1
-0.3058319091796875,1
-0.2969512939453125,1
-0.2946624755859375,1
-0.3010711669921875,1
-0.311187744140625,1
-0.3095855712890625,1
-0.2937469482421875,1
-0.28729248046875,1
-0.2944793701171875,1
-0.294158935546875,1
-0.2859649658203125,1
-0.2793731689453125,1
-0.2764434814453125,1
-0.2752532958984375,1
-0.2743377685546875,1
-0.2797393798828125,1
-0.2867889404296875,1
-0.2913665771484375,1
-0.2830352783203125,1
-0.2704010009765625,1
-0.25872802734375,1
-0.2549285888671875,1
-0.2566680908203125,1
-0.2582244873046875,1
-0.2666473388671875,1
-0.26495361328125,1
-0.2675628662109375,1
-0.2581329345703125,1
-0.249298095703125,1
-0.2442169189453124,1
-0.2407379150390625,1
-0.234375,1
-0.2223358154296875,1
-0.2053985595703125,1
-0.1882781982421875,1
-0.1739959716796875,1
-0.1738128662109375,1
-0.1724395751953125,1
-0.165618896484375,1
-0.1511993408203125,1
-0.1443328857421875,1
-0.1346282958984375,1
-0.118011474609375,1
-0.0993804931640625,1
-0.0807952880859375,1
-0.0685272216796875,1
-0.0607452392578125,1
-0.0553436279296875,1
-0.0465545654296875,1
-0.0365753173828125,1
-0.0308074951171875,1
-0.023345947265625,1
-0.0129547119140625,1
0.005035400390625,1
0.0196380615234375,1
